"Time (UTC)","Temperature Average 1 min (oC)","Humidity Average 1 min (%)","Wind Direction Prevailing 1 min (deg)","Wind Speed Average 1 min (m/s)","Solar Radiation Average 1 min (W/m2)","Pressure Average 1 min (mb)","Water Temperature Average 1 min (oC)","Wind Evaporation Average 1 min (m/s),"
05/02/2025 05:11,29.50,74.25,129.85,2.64,562.21,1007.60,31.49,1.53
05/02/2025 05:12,29.50,74.30,257.65,2.70,497.01,1007.60,31.60,1.89
05/02/2025 05:13,29.50,74.55,116.30,3.36,488.01,1007.58,31.56,2.68
05/02/2025 05:14,29.54,74.45,74.45,2.96,482.49,1007.52,31.53,2.02
05/02/2025 05:15,29.56,73.60,70.25,3.22,428.38,1007.50,31.60,1.63
05/02/2025 05:16,29.50,73.50,129.00,3.89,329.44,1007.50,31.55,2.96
05/02/2025 05:17,29.48,73.00,101.95,4.05,329.06,1007.48,31.41,2.25
05/02/2025 05:18,29.40,73.25,72.75,2.89,318.67,1007.40,31.50,1.23
05/02/2025 05:19,29.40,73.75,36.65,4.11,325.17,1007.40,31.53,2.42
05/02/2025 05:20,29.40,74.15,181.60,3.56,321.92,1007.38,31.41,2.71
05/02/2025 05:21,29.40,74.25,296.50,4.00,312.97,1007.34,31.40,3.10
05/02/2025 05:22,29.40,74.15,215.45,3.49,296.09,1007.36,31.39,2.53
05/02/2025 05:23,29.40,74.00,223.11,2.96,298.29,1007.30,31.41,2.02
05/02/2025 05:24,29.40,73.35,131.10,3.56,315.57,1007.30,31.44,2.72
05/02/2025 05:25,29.40,73.95,122.10,2.15,340.38,1007.30,31.51,1.45
05/02/2025 05:26,29.40,73.45,86.80,2.33,347.35,1007.24,31.61,1.57
05/02/2025 05:27,29.40,73.00,54.35,3.60,334.55,1007.20,31.54,2.55
05/02/2025 05:28,29.40,73.00,57.15,3.29,329.48,1007.20,31.50,2.15
05/02/2025 05:29,29.40,73.50,114.35,3.77,366.34,1007.16,31.58,1.80
05/02/2025 05:30,29.40,73.74,153.47,2.89,391.68,1007.11,31.60,2.02
05/02/2025 05:31,29.40,73.45,196.60,2.43,395.84,1007.07,31.63,2.02
05/02/2025 05:32,29.40,74.00,166.90,1.96,389.39,1007.00,31.70,1.53
05/02/2025 05:33,29.40,73.55,37.65,2.76,386.37,1006.99,31.78,1.71
05/02/2025 05:34,29.46,73.40,84.05,3.88,408.00,1006.96,31.84,2.17
05/02/2025 05:35,29.50,72.40,278.05,4.35,438.36,1006.95,31.70,2.84
05/02/2025 05:36,29.50,72.00,129.40,3.59,494.66,0.00,31.81,2.45
05/02/2025 05:37,29.45,72.50,134.50,2.93,577.71,0.00,31.91,1.98
05/02/2025 05:38,29.48,73.00,228.55,2.92,609.62,0.00,32.05,2.09
05/02/2025 05:39,29.50,73.90,211.35,2.46,568.38,251.71,32.08,1.80
05/02/2025 05:40,29.60,74.65,134.30,2.92,457.62,1006.80,32.09,1.70
05/02/2025 05:41,29.65,73.35,131.25,2.92,566.76,1006.80,32.21,2.25
05/02/2025 05:42,29.70,72.25,231.25,3.34,710.25,1006.74,32.18,2.64
05/02/2025 05:43,29.70,73.45,272.90,2.27,621.82,1006.70,32.24,1.86
05/02/2025 05:44,29.77,75.45,241.70,2.91,727.89,1006.68,32.45,2.34
05/02/2025 05:45,29.90,72.70,116.05,4.46,608.47,1006.62,32.29,3.06
05/02/2025 05:46,30.00,71.00,217.90,4.35,575.98,1006.60,32.26,2.54
05/02/2025 05:47,30.00,70.40,307.20,4.80,734.35,1006.60,32.44,2.79
05/02/2025 05:48,30.00,71.40,290.95,3.70,828.58,1006.60,32.46,2.88
05/02/2025 05:49,30.07,72.15,244.15,3.10,758.39,1006.60,32.44,2.70
05/02/2025 05:50,30.14,70.80,56.10,4.57,535.36,1006.59,32.54,2.50
05/02/2025 05:51,30.20,70.00,70.25,3.65,452.94,1006.60,32.36,2.88
05/02/2025 05:52,30.10,70.45,136.40,2.36,400.49,1006.59,32.46,1.63
05/02/2025 05:53,30.10,71.25,89.05,3.29,424.84,1006.60,32.60,2.22
05/02/2025 05:54,30.10,69.60,130.20,4.05,444.42,1006.55,32.46,2.80
05/02/2025 05:55,30.10,69.55,155.50,2.98,357.22,1006.50,32.43,2.07
05/02/2025 05:56,30.07,70.15,145.15,3.87,359.17,1006.50,32.45,2.80
05/02/2025 05:57,30.02,70.00,84.45,3.65,460.09,1006.47,32.47,3.10
05/02/2025 05:58,30.00,70.45,98.85,3.93,537.68,1006.40,32.50,2.85
05/02/2025 05:59,29.96,70.45,76.40,3.71,484.12,1006.40,32.42,3.37
05/02/2025 06:00,29.90,70.55,200.85,3.26,417.46,1006.33,32.46,2.26
05/02/2025 06:01,29.90,71.30,199.60,2.94,497.65,1006.27,32.60,2.20
05/02/2025 06:02,29.90,70.90,134.60,4.00,617.66,1006.27,32.69,2.64
05/02/2025 06:03,29.90,70.85,209.75,3.56,492.08,1006.23,32.65,2.08
05/02/2025 06:04,30.00,71.35,277.70,3.43,585.25,1006.20,32.79,2.47
05/02/2025 06:05,30.00,71.45,214.35,3.46,525.87,1006.12,32.80,2.44
05/02/2025 06:06,30.09,71.00,227.60,3.91,610.95,1006.10,32.80,2.63
05/02/2025 06:07,30.10,70.15,327.25,4.72,589.26,1006.10,32.80,2.70
05/02/2025 06:08,30.10,69.80,344.45,4.99,402.14,1006.10,32.67,3.30
05/02/2025 06:09,30.10,70.05,239.55,3.74,344.91,1006.10,32.66,2.73
05/02/2025 06:10,30.10,70.75,86.20,2.73,320.88,1006.10,32.61,2.43
05/02/2025 06:11,30.10,70.05,244.80,3.95,307.75,1006.09,32.64,3.07
05/02/2025 06:12,30.10,69.00,257.00,4.58,311.43,1006.07,32.57,2.96
05/02/2025 06:13,30.10,69.00,308.80,4.38,406.44,1006.00,32.60,3.21
05/02/2025 06:14,30.03,69.60,308.85,4.25,418.18,1006.00,32.59,3.04
05/02/2025 06:15,30.00,69.00,181.85,3.89,422.87,1006.00,32.63,2.75
05/02/2025 06:16,30.00,68.90,279.05,4.05,451.78,1006.00,32.68,2.73
05/02/2025 06:17,30.00,68.50,200.15,3.44,387.81,1006.00,32.60,2.08
05/02/2025 06:18,30.00,69.90,198.35,3.47,338.37,1005.99,32.76,2.15
05/02/2025 06:19,29.98,69.60,217.45,3.96,318.45,1005.99,32.65,3.18
05/02/2025 06:20,29.90,70.00,114.00,3.98,298.69,1005.93,32.55,3.05
05/02/2025 06:21,29.90,70.25,197.00,2.92,276.16,1005.92,32.58,2.08
05/02/2025 06:22,29.90,70.30,99.75,3.69,309.13,1005.90,32.61,2.28
05/02/2025 06:23,29.90,70.00,169.05,3.18,315.23,1005.85,32.60,2.18
05/02/2025 06:24,29.90,70.00,136.05,4.54,294.78,1005.82,32.52,3.13
05/02/2025 06:25,29.90,70.00,165.30,4.31,275.44,1005.80,32.46,3.58
05/02/2025 06:26,29.82,70.00,139.05,3.65,253.11,1005.80,32.45,2.17
05/02/2025 06:27,29.80,70.80,69.50,3.07,233.40,1005.80,32.50,1.76
05/02/2025 06:28,29.80,71.00,96.67,2.66,219.67,1005.75,32.50,1.46
05/02/2025 06:29,29.80,71.00,72.75,3.99,217.14,1005.71,32.44,2.10
05/02/2025 06:30,29.80,70.37,198.74,3.34,219.67,1005.70,32.45,2.65
05/02/2025 06:31,29.80,71.00,155.00,3.01,224.12,1005.70,32.23,1.90
05/02/2025 06:32,29.71,71.00,263.85,3.58,235.47,1005.67,32.42,2.59
05/02/2025 06:33,29.70,71.70,164.35,2.20,242.43,1005.66,32.43,1.54
05/02/2025 06:34,29.70,71.45,146.60,3.33,240.65,1005.60,32.50,1.70
05/02/2025 06:35,29.72,71.65,199.10,3.57,240.46,1005.61,32.49,2.15
05/02/2025 06:36,29.75,71.00,181.40,2.69,235.52,1005.60,32.43,1.88
05/02/2025 06:37,29.80,71.00,107.28,4.00,237.73,1005.60,32.43,2.94
05/02/2025 06:38,29.73,70.20,215.45,4.37,248.53,1005.58,32.39,3.25
05/02/2025 06:39,29.70,70.85,263.00,3.92,262.79,1005.59,32.40,2.38
05/02/2025 06:40,29.70,71.00,275.85,4.00,290.16,1005.54,32.40,2.70
05/02/2025 06:41,29.70,71.30,287.70,3.20,322.11,955.23,32.40,2.49
05/02/2025 06:42,29.70,71.55,281.75,3.40,350.75,0.00,32.40,2.64
05/02/2025 06:43,29.70,71.75,260.20,4.10,364.08,100.55,32.40,2.51
05/02/2025 06:44,29.70,71.35,255.90,4.12,359.55,0.00,32.42,2.40
05/02/2025 06:45,29.70,71.15,279.15,3.79,363.60,0.00,32.44,2.00
05/02/2025 06:46,29.77,71.15,327.70,4.21,351.05,854.60,32.50,2.33
05/02/2025 06:47,29.80,71.55,226.40,3.47,339.15,1005.41,32.50,2.38
05/02/2025 06:48,29.80,70.80,245.00,4.42,358.21,1005.40,32.42,3.20
05/02/2025 06:49,29.80,70.42,136.42,3.82,362.78,1005.40,32.40,3.09
05/02/2025 06:50,29.82,70.65,149.00,3.75,348.55,1005.39,32.45,2.34
05/02/2025 06:51,29.90,71.00,98.15,3.19,331.88,1005.34,32.43,2.28
05/02/2025 06:52,29.90,71.00,225.53,3.20,332.23,1005.37,32.47,2.25
05/02/2025 06:53,29.90,71.30,115.45,3.44,332.25,1005.40,32.50,2.17
05/02/2025 06:54,29.99,69.95,263.60,3.44,325.23,1005.40,32.50,2.31
05/02/2025 06:55,29.95,69.10,248.95,3.00,310.22,1005.40,32.50,1.74
05/02/2025 06:56,29.95,70.26,144.42,3.01,300.52,1005.40,32.53,1.82
05/02/2025 06:57,30.00,70.62,175.05,2.93,319.65,1005.40,32.62,1.83
05/02/2025 06:58,30.00,69.80,279.70,4.25,376.12,1005.41,32.60,2.33
05/02/2025 06:59,30.00,70.00,229.25,4.38,403.75,1005.41,32.51,2.86
05/02/2025 07:00,30.00,69.10,229.80,2.57,381.90,1005.40,32.53,2.10
05/02/2025 07:01,30.10,69.80,132.60,3.04,299.28,1005.40,32.56,1.90
05/02/2025 07:02,30.10,69.00,120.95,3.79,257.89,1005.38,32.46,2.49
05/02/2025 07:03,30.10,69.00,242.45,2.60,267.17,1005.37,32.42,1.51
05/02/2025 07:04,30.10,69.95,149.55,3.49,376.63,1005.37,32.59,2.38
05/02/2025 07:05,30.10,69.10,324.75,4.70,508.59,1005.31,32.61,3.03
05/02/2025 07:06,30.10,69.35,262.05,3.96,521.62,1005.30,32.60,2.79
05/02/2025 07:07,30.10,68.70,254.90,3.35,501.22,1005.27,32.69,2.14
05/02/2025 07:08,30.15,70.45,294.05,3.78,466.37,1005.28,32.78,2.41
05/02/2025 07:09,30.20,69.10,324.10,4.59,436.57,1005.20,32.65,3.06
05/02/2025 07:10,30.27,68.40,277.80,3.83,434.23,1005.20,32.69,2.28
05/02/2025 07:11,30.30,69.95,150.60,2.72,420.60,1005.13,32.76,1.64
05/02/2025 07:12,30.30,70.00,122.00,2.97,409.51,1005.10,32.79,2.11
05/02/2025 07:13,30.32,69.40,54.95,2.88,387.26,1005.10,32.76,1.40
05/02/2025 07:14,30.40,69.40,195.30,2.53,368.21,1005.10,32.90,1.67
05/02/2025 07:15,30.40,69.25,171.70,3.23,352.93,1005.08,32.82,2.43
05/02/2025 07:16,30.40,68.20,108.75,2.78,337.41,1005.09,32.71,2.15
05/02/2025 07:17,30.40,68.10,102.85,4.44,337.47,1005.06,32.75,2.74
05/02/2025 07:18,30.40,68.00,51.35,4.20,374.30,1005.08,32.70,2.72
05/02/2025 07:19,30.40,68.35,21.05,3.40,390.27,1005.07,32.76,2.13
05/02/2025 07:20,30.40,68.30,150.15,3.24,409.49,1005.03,32.79,2.24
05/02/2025 07:21,30.40,68.70,199.40,3.65,384.27,1005.00,32.80,2.52
05/02/2025 07:22,30.37,68.00,276.45,3.99,389.07,1005.00,32.78,2.26
05/02/2025 07:23,30.30,68.89,189.00,3.21,433.32,1004.99,32.81,2.35
05/02/2025 07:24,30.36,68.75,180.35,3.74,404.08,1004.94,32.82,2.58
05/02/2025 07:25,30.40,68.90,196.30,3.77,320.71,1004.88,32.84,2.29
05/02/2025 07:26,30.40,69.00,18.35,3.56,281.70,1004.86,32.80,1.86
05/02/2025 07:27,30.36,69.00,84.35,3.68,269.86,1004.80,32.85,2.54
05/02/2025 07:28,30.30,69.65,230.30,2.53,301.66,1004.80,32.75,1.82
05/02/2025 07:29,30.35,69.60,191.30,3.81,303.86,1004.80,32.80,2.19
05/02/2025 07:30,30.35,69.00,103.05,3.79,324.42,1004.79,32.80,2.45
05/02/2025 07:31,30.30,69.10,133.20,2.73,361.51,1004.74,32.79,2.00
05/02/2025 07:32,30.30,69.68,158.42,3.35,372.71,1004.74,32.80,2.12
05/02/2025 07:33,30.30,70.00,135.00,3.39,364.23,1004.74,32.80,2.31
05/02/2025 07:34,30.30,69.80,213.60,2.57,388.67,1004.76,32.86,1.73
05/02/2025 07:35,30.30,70.45,229.40,2.98,303.36,1004.78,32.90,2.06
05/02/2025 07:36,30.39,69.20,133.10,3.32,292.34,1004.76,32.83,2.41
05/02/2025 07:37,30.40,69.00,100.90,2.98,323.11,1004.70,32.85,1.65
05/02/2025 07:38,30.40,69.15,209.30,2.75,308.88,1004.63,32.95,1.77
05/02/2025 07:39,30.40,69.75,197.50,2.51,294.90,1004.60,32.86,1.93
05/02/2025 07:40,30.40,69.60,197.55,3.59,325.45,1004.60,32.86,2.31
05/02/2025 07:41,30.40,69.10,210.55,2.62,314.48,1004.60,32.82,2.00
05/02/2025 07:42,30.40,70.40,167.95,1.95,352.38,1004.60,32.96,1.30
05/02/2025 07:43,30.40,70.25,180.80,3.17,377.68,1004.60,33.04,2.01
05/02/2025 07:44,30.40,69.00,230.10,4.24,369.80,1004.60,32.93,2.58
05/02/2025 07:45,30.40,67.65,279.45,3.94,470.46,1004.60,32.92,2.44
05/02/2025 07:46,30.40,68.30,117.30,3.77,334.84,1004.60,32.94,2.38
05/02/2025 07:47,30.40,69.00,275.60,3.49,261.94,1004.59,32.90,1.78
05/02/2025 07:48,30.40,69.00,308.68,3.74,345.39,793.03,32.95,2.67
05/02/2025 07:49,30.40,68.80,316.35,3.54,327.87,0.00,32.92,2.33
05/02/2025 07:50,30.40,69.00,198.75,2.10,263.70,0.00,32.85,1.33
05/02/2025 07:51,30.40,69.25,77.65,2.09,229.87,0.00,32.92,1.19
05/02/2025 07:52,30.40,70.00,225.85,2.45,291.53,401.80,33.00,1.77
05/02/2025 07:53,30.49,69.65,166.00,2.34,400.86,1004.50,33.03,1.89
05/02/2025 07:54,30.50,69.55,165.35,3.52,379.41,1004.49,32.97,2.54
05/02/2025 07:55,30.50,69.00,227.70,2.17,285.64,1004.47,32.96,1.35
05/02/2025 07:56,30.53,69.35,242.30,2.25,251.10,1004.40,33.00,1.35
05/02/2025 07:57,30.60,69.65,163.40,2.39,223.62,1004.46,32.93,1.83
05/02/2025 07:58,30.60,67.65,165.55,3.95,175.49,1004.49,32.82,2.63
05/02/2025 07:59,30.54,68.00,105.05,3.83,169.18,1004.43,32.75,2.87
05/02/2025 08:00,30.47,68.20,129.45,2.70,172.01,1004.40,32.68,1.87
05/02/2025 08:01,30.40,69.00,212.40,2.55,168.94,1004.40,32.76,1.71
05/02/2025 08:02,30.40,69.00,180.60,2.11,181.14,1004.40,32.74,1.61
05/02/2025 08:03,30.40,69.00,62.05,2.11,193.52,1004.40,32.80,0.55
05/02/2025 08:04,30.40,70.00,124.50,3.12,229.75,1004.40,32.81,1.62
05/02/2025 08:05,30.40,69.05,79.55,2.38,256.21,1004.40,32.88,0.89
05/02/2025 08:06,30.37,68.70,144.10,3.62,191.69,1004.40,32.77,1.85
05/02/2025 08:07,30.30,68.58,152.89,3.06,157.41,1004.40,32.62,2.13
05/02/2025 08:08,30.30,69.65,170.75,1.99,100.97,1004.40,32.60,1.57
05/02/2025 08:09,30.30,70.00,125.45,2.30,71.64,1004.43,32.59,2.05
05/02/2025 08:10,30.30,70.70,73.80,2.13,62.64,1004.49,32.50,1.92
05/02/2025 08:11,30.21,70.30,76.60,3.65,61.15,1004.50,32.50,2.10
05/02/2025 08:12,30.15,70.00,149.75,3.26,62.77,1004.50,32.49,2.04
05/02/2025 08:13,30.05,70.00,164.40,3.00,66.73,1004.50,32.45,1.73
05/02/2025 08:14,30.00,70.00,84.55,2.44,73.71,1004.50,32.40,1.88
05/02/2025 08:15,29.90,70.00,128.00,2.70,81.13,1004.50,32.40,1.69
05/02/2025 08:16,29.78,70.37,100.16,1.81,88.37,1004.50,32.40,1.04
05/02/2025 08:17,29.70,71.00,78.61,2.36,102.13,1004.50,32.40,1.07
05/02/2025 08:18,29.66,71.05,91.95,1.63,129.31,1004.50,32.40,1.38
05/02/2025 08:19,29.60,71.25,121.05,2.66,165.19,1004.52,32.37,1.81
05/02/2025 08:20,29.55,71.00,74.79,2.84,184.48,1004.50,32.34,1.65
05/02/2025 08:21,29.50,71.32,157.05,3.09,183.98,1004.50,32.40,1.78
05/02/2025 08:22,29.46,72.00,51.80,2.54,207.05,1004.50,32.40,1.62
05/02/2025 08:23,29.41,72.10,69.30,2.05,207.00,1004.49,32.40,1.06
05/02/2025 08:24,29.49,73.00,63.95,2.48,189.39,1004.50,32.41,1.30
05/02/2025 08:25,29.50,72.45,61.50,2.86,169.77,1004.50,32.40,1.40
05/02/2025 08:26,29.47,72.00,71.85,3.76,155.74,1004.51,32.34,1.97
05/02/2025 08:27,29.40,72.00,122.80,3.31,146.23,1004.55,32.26,2.08
05/02/2025 08:28,29.40,72.85,172.10,2.98,141.14,1004.59,32.23,1.93
05/02/2025 08:29,29.40,73.00,87.80,3.04,142.41,1004.56,32.16,2.07
05/02/2025 08:30,29.39,72.95,40.85,4.77,152.62,1004.58,32.13,3.25
05/02/2025 08:31,29.30,72.25,48.75,3.19,166.77,1004.57,32.10,2.76
05/02/2025 08:32,29.30,73.00,124.05,3.28,178.38,1004.57,32.13,1.61
05/02/2025 08:33,29.30,72.70,101.80,4.30,188.42,1004.56,32.12,2.45
05/02/2025 08:34,29.30,72.00,52.60,3.80,198.13,1004.57,32.10,2.68
05/02/2025 08:35,29.20,72.00,91.25,3.83,206.42,1004.53,32.10,2.57
05/02/2025 08:36,29.20,72.15,119.45,3.08,207.21,1004.52,32.07,2.00
05/02/2025 08:37,29.12,73.00,98.80,3.72,200.53,1004.55,32.10,2.70
05/02/2025 08:38,29.10,72.05,115.95,3.72,189.02,1004.58,32.01,2.80
05/02/2025 08:39,29.10,72.85,55.85,4.19,176.92,1004.60,31.91,2.95
05/02/2025 08:40,29.10,73.00,149.10,2.50,170.25,1004.60,31.90,2.34
05/02/2025 08:41,29.10,73.45,101.50,1.66,170.15,1004.60,31.91,1.60
05/02/2025 08:42,29.10,73.00,119.05,1.69,176.39,1004.60,32.00,1.29
05/02/2025 08:43,29.10,73.60,90.80,2.04,179.19,1004.60,32.00,1.57
05/02/2025 08:44,29.10,73.00,152.65,2.90,183.75,1004.60,31.97,2.16
05/02/2025 08:45,29.10,73.15,45.50,2.94,194.79,1004.60,31.92,1.53
05/02/2025 08:46,29.10,73.05,105.85,2.31,228.13,1004.60,32.03,1.48
05/02/2025 08:47,29.16,73.80,187.60,1.66,235.62,1004.60,32.06,1.61
05/02/2025 08:48,29.20,74.00,107.60,1.35,262.85,1004.60,32.10,1.02
05/02/2025 08:49,29.20,74.00,150.50,2.51,265.67,1004.60,32.10,0.97
05/02/2025 08:50,29.28,74.40,197.85,2.71,267.52,1004.58,32.17,1.79
05/02/2025 08:51,29.30,73.25,43.75,3.09,246.72,1004.60,32.06,2.06
05/02/2025 08:52,29.34,73.00,56.90,2.37,256.15,1004.57,32.08,1.82
05/02/2025 08:53,29.40,73.00,128.25,3.23,262.18,1004.54,32.11,1.80
05/02/2025 08:54,29.40,72.25,165.10,3.19,227.77,1004.53,32.07,2.27
05/02/2025 08:55,29.40,72.75,138.95,2.86,220.80,351.61,32.00,2.31
05/02/2025 08:56,29.40,73.00,84.30,1.86,216.59,0.00,32.07,1.44
05/02/2025 08:57,29.46,73.15,94.10,2.04,209.30,0.00,32.10,1.19
05/02/2025 08:58,29.50,73.44,54.78,2.60,210.47,0.00,32.10,1.69
05/02/2025 08:59,29.50,73.00,91.15,3.31,218.21,1004.60,32.10,2.15
05/02/2025 09:00,29.50,73.00,65.60,3.12,218.57,1004.60,32.02,2.08
05/02/2025 09:01,29.50,73.00,146.45,2.56,210.95,1004.62,32.05,1.62
05/02/2025 09:02,29.50,73.00,76.60,2.67,203.73,1004.69,32.00,1.53
05/02/2025 09:03,29.50,73.00,72.45,2.96,198.38,1004.65,32.07,1.88
05/02/2025 09:04,29.50,73.00,126.95,3.03,192.73,1004.70,32.01,1.72
05/02/2025 09:05,29.50,73.00,109.70,3.07,187.17,1004.70,32.00,1.79
05/02/2025 09:06,29.50,73.00,88.15,3.51,184.04,1004.70,32.00,1.93
05/02/2025 09:07,29.50,72.10,32.35,3.35,178.19,1004.70,31.84,1.96
05/02/2025 09:08,29.50,72.00,89.05,3.32,174.61,1004.70,31.90,1.91
05/02/2025 09:09,29.50,72.60,37.70,3.43,170.06,1004.72,31.90,2.15
05/02/2025 09:10,29.49,72.00,50.25,3.05,168.38,1004.70,31.90,2.11
05/02/2025 09:11,29.40,72.60,74.15,2.24,164.60,1004.70,31.81,2.12
05/02/2025 09:12,29.40,73.00,80.60,2.39,165.35,1004.70,31.89,1.15
05/02/2025 09:13,29.45,73.00,62.35,3.00,194.77,1004.70,31.92,1.62
05/02/2025 09:14,29.50,73.00,103.55,3.05,185.93,1004.70,31.91,1.65
05/02/2025 09:15,29.50,73.05,103.60,3.60,218.53,1004.67,31.86,2.82
05/02/2025 09:16,29.50,72.80,92.75,2.74,253.40,1004.70,31.83,1.96
05/02/2025 09:17,29.50,73.00,32.40,2.99,201.33,1004.72,31.87,1.58
05/02/2025 09:18,29.50,73.00,75.55,2.33,158.14,1004.72,31.80,1.37
05/02/2025 09:19,29.50,73.60,54.15,3.11,137.65,1004.72,31.81,0.82
05/02/2025 09:20,29.50,73.00,68.20,2.92,127.83,1004.70,31.80,1.71
05/02/2025 09:21,29.42,73.00,29.05,2.86,118.94,1004.70,31.70,1.65
05/02/2025 09:22,29.40,73.00,39.30,2.62,116.24,1004.70,31.70,1.63
05/02/2025 09:23,29.40,73.00,48.65,2.36,121.09,1004.70,31.70,1.12
05/02/2025 09:24,29.40,73.00,74.25,3.06,124.61,1004.70,31.70,1.40
05/02/2025 09:25,29.35,73.55,72.30,2.18,123.00,1004.70,31.70,1.49
05/02/2025 09:26,29.30,74.00,98.90,1.80,123.34,1004.67,31.70,1.07
05/02/2025 09:27,29.30,74.00,77.05,2.75,126.24,1004.60,31.64,1.66
05/02/2025 09:28,29.30,74.00,34.15,3.24,124.84,1004.60,31.64,1.78
05/02/2025 09:29,29.30,74.80,86.50,2.78,122.21,1004.60,31.60,1.20
05/02/2025 09:30,29.23,74.30,41.65,2.95,126.27,1004.62,31.60,1.68
05/02/2025 09:31,29.20,74.00,48.60,3.17,135.15,1004.62,31.54,2.08
05/02/2025 09:32,29.20,74.05,61.00,2.20,144.05,1004.66,31.55,1.34
05/02/2025 09:33,29.20,75.00,35.40,3.30,144.20,1004.62,31.60,1.66
05/02/2025 09:34,29.20,74.85,34.90,3.22,141.42,1004.60,31.54,1.30
05/02/2025 09:35,29.20,74.30,42.80,3.38,140.76,1004.60,31.60,1.45
05/02/2025 09:36,29.20,75.00,48.15,3.56,140.58,1004.60,31.54,1.72
05/02/2025 09:37,29.20,75.00,75.45,1.89,139.96,1004.60,31.50,0.90
05/02/2025 09:38,29.20,75.00,43.20,2.86,139.19,1004.60,31.50,1.35
05/02/2025 09:39,29.19,75.00,67.85,2.42,137.06,1004.60,31.48,1.69
05/02/2025 09:40,29.10,75.00,53.30,1.98,132.99,1004.60,31.44,1.22
05/02/2025 09:41,29.10,75.00,88.50,2.20,128.87,1004.60,31.48,1.47
05/02/2025 09:42,29.10,75.00,77.00,2.15,124.87,1004.60,31.40,1.04
05/02/2025 09:43,29.11,75.00,41.10,2.28,123.24,1004.60,31.41,1.59
05/02/2025 09:44,29.19,76.00,63.30,2.44,123.20,1004.60,31.43,1.11
05/02/2025 09:45,29.20,75.65,108.55,2.02,123.35,1004.69,31.44,1.16
05/02/2025 09:46,29.20,75.00,53.15,2.38,121.88,1004.70,31.40,1.41
05/02/2025 09:47,29.17,75.00,91.00,2.25,119.79,1004.70,31.40,0.72
05/02/2025 09:48,29.10,75.00,48.10,1.90,116.55,1004.70,31.40,0.00
05/02/2025 09:49,29.19,75.70,62.45,3.10,114.82,1004.70,31.39,0.96
05/02/2025 09:50,29.20,75.05,49.45,2.93,105.22,1004.72,31.30,0.94
05/02/2025 09:51,29.18,75.00,49.20,3.05,95.34,1004.72,31.31,1.90
05/02/2025 09:52,29.10,75.00,84.45,3.69,92.00,1004.72,31.20,1.11
05/02/2025 09:53,29.10,75.00,93.45,2.46,92.39,1004.70,31.29,0.56
05/02/2025 09:54,29.10,75.00,52.30,2.69,103.84,1004.70,31.26,1.58
05/02/2025 09:55,29.01,75.65,81.65,2.07,119.84,1004.70,31.27,0.91
05/02/2025 09:56,29.00,76.00,101.40,1.36,129.78,1004.70,31.30,0.80
05/02/2025 09:57,29.06,76.16,90.47,2.25,124.45,1004.70,31.30,0.95
05/02/2025 09:58,29.10,75.40,105.30,2.44,117.94,1004.70,31.30,1.28
05/02/2025 09:59,29.10,75.25,75.60,1.71,105.14,1004.70,31.30,1.56
05/02/2025 10:00,29.10,75.85,114.30,1.88,96.97,1004.70,31.30,1.04
05/02/2025 10:01,29.10,75.00,45.30,3.08,93.92,854.01,31.30,1.45
05/02/2025 10:02,29.05,75.20,78.75,2.36,91.44,0.00,31.21,1.15
05/02/2025 10:03,29.00,75.00,84.30,2.89,89.45,0.00,31.27,1.54
05/02/2025 10:04,29.00,75.00,43.00,2.80,89.52,0.00,31.20,1.59
05/02/2025 10:05,29.00,75.00,43.30,2.68,90.45,703.36,31.20,1.09
05/02/2025 10:06,29.00,75.55,37.50,2.58,89.34,1004.80,31.20,1.65
05/02/2025 10:07,29.00,76.00,41.45,2.59,87.82,1004.77,31.19,1.58
05/02/2025 10:08,28.92,76.00,38.70,2.42,85.19,1004.70,31.10,1.02
05/02/2025 10:09,28.90,76.00,29.80,2.93,80.79,1004.78,31.10,1.31
05/02/2025 10:10,28.90,76.00,34.05,4.20,72.86,1004.80,31.08,2.06
05/02/2025 10:11,28.90,76.00,56.65,2.31,62.67,1004.80,31.00,1.33
05/02/2025 10:12,28.90,76.00,45.10,2.59,53.35,1004.90,31.02,1.38
05/02/2025 10:13,28.90,76.25,60.50,1.86,46.23,1004.90,31.00,0.69
05/02/2025 10:14,28.90,76.40,88.10,1.69,41.39,1004.90,31.00,0.85
05/02/2025 10:15,28.90,77.00,27.90,2.68,38.07,1004.95,31.00,1.03
05/02/2025 10:16,28.90,76.40,91.85,2.35,35.75,1004.99,31.00,1.46
05/02/2025 10:17,28.81,77.00,46.00,1.71,33.04,1005.00,30.90,0.84
05/02/2025 10:18,28.80,77.00,55.30,1.80,29.04,1005.02,30.90,1.14
05/02/2025 10:19,28.80,77.00,86.75,2.60,24.52,1005.09,30.90,1.77
05/02/2025 10:20,28.80,77.00,35.70,2.77,20.67,1005.09,30.80,1.96
05/02/2025 10:21,28.77,77.00,75.15,2.52,18.34,1005.10,30.80,1.81
05/02/2025 10:22,28.70,77.00,56.10,1.89,17.28,1005.10,30.71,1.41
05/02/2025 10:23,28.70,77.00,121.60,1.85,17.07,1005.12,30.70,1.73
05/02/2025 10:24,28.70,77.00,120.45,1.94,17.70,1005.20,30.70,1.61
05/02/2025 10:25,28.70,77.00,150.30,1.88,18.80,1005.20,30.70,1.34
